ticker,sector,industry
HWKN,Basic Materials,Specialty Chemicals
NEXT,Energy,Oil & Gas E&P
ZUO,Technology,Software - Infrastructure
RSI,Consumer Cyclical,Gambling
PDFS,Technology,Software - Application
ALEX,Real Estate,REIT - Retail
ALHC,Healthcare,Healthcare Plans
VIR,Healthcare,Biotechnology
NTST,Real Estate,REIT - Retail
FDMT,Healthcare,Biotechnology
GES,Consumer Cyclical,Apparel Retail
ANGI,Communication Services,Internet Content & Information
CARS,Consumer Cyclical,Auto & Truck Dealerships
SRCE,Financial Services,Banks - Regional
LOMA,Basic Materials,Building Materials
SANA,Healthcare,Biotechnology
CMCO,Industrials,Farm & Heavy Construction Machinery
LAZR,Consumer Cyclical,Auto Parts
WNC,Industrials,Farm & Heavy Construction Machinery
SAFT,Financial Services,Insurance - Property & Casualty
IAG,Basic Materials,Gold
UUUU,Energy,Uranium
APOG,Industrials,Building Products & Equipment
TRUP,Financial Services,Insurance - Specialty
UNIT,Real Estate,REIT - Specialty
WABC,Financial Services,Banks - Regional
STBA,Financial Services,Banks - Regional
TWO,Real Estate,REIT - Mortgage
ADMA,Healthcare,Biotechnology
INDI,Technology,Semiconductor Equipment & Materials
PLYA,Consumer Cyclical,Resorts & Casinos
REVG,Industrials,Farm & Heavy Construction Machinery
PMT,Real Estate,REIT - Mortgage
VVX,Industrials,Aerospace & Defense
PHVS,Healthcare,Biotechnology
GOOS,Consumer Cyclical,Apparel Manufacturing
DMLP,Energy,Oil & Gas E&P
SRRK,Healthcare,Biotechnology
DO,Energy,Oil & Gas Drilling
ECPG,Financial Services,Mortgage Finance
DBD,Technology,Software - Application
EVBG,Technology,Software - Application
HY,Industrials,Farm & Heavy Construction Machinery
CAL,Consumer Cyclical,Apparel Retail
CRCT,Technology,Computer Hardware
SEAT,Communication Services,Internet Content & Information
RYI,Industrials,Metal Fabrication
AMRC,Industrials,Engineering & Construction
SKWD,Financial Services,Insurance - Property & Casualty
FDP,Consumer Defensive,Farm Products
GCT,Technology,Software - Infrastructure
PFS,Financial Services,Banks - Regional
PRDO,Consumer Defensive,Education & Training Services
ANIP,Healthcare,Drug Manufacturers - Specialty & Generic
XNCR,Healthcare,Biotechnology
HLF,Consumer Defensive,Packaged Foods
NRP,Energy,Thermal Coal
ORLA,Basic Materials,Gold
FWRD,Industrials,Integrated Freight & Logistics
NVGS,Energy,Oil & Gas Midstream
CGAU,Basic Materials,Gold
DCPH,Healthcare,Drug Manufacturers - Specialty & Generic
RLAY,Healthcare,Biotechnology
IMTX,Healthcare,Biotechnology
TCBK,Financial Services,Banks - Regional
JBSS,Consumer Defensive,Packaged Foods
SCHL,Communication Services,Publishing
COCO,Consumer Defensive,Beverages - Non-Alcoholic
FNA,Healthcare,Medical Devices
MOMO,Communication Services,Internet Content & Information
ICHR,Technology,Semiconductor Equipment & Materials
NIC,Financial Services,Banks - Regional
RCUS,Healthcare,Biotechnology
AUPH,Healthcare,Biotechnology
NRDS,Communication Services,Internet Content & Information
DEA,Real Estate,REIT - Office
PERI,Communication Services,Internet Content & Information
ACDC,Energy,Oil & Gas Equipment & Services
KRUS,Consumer Cyclical,Restaurants
LQDA,Healthcare,Biotechnology
AGRO,Consumer Defensive,Farm Products
HPP,Real Estate,REIT - Office
LMND,Financial Services,Insurance - Property & Casualty
MFA,Real Estate,REIT - Mortgage
BCRX,Healthcare,Biotechnology
AIV,Real Estate,REIT - Residential
SGH,Technology,Semiconductors
RVLV,Consumer Cyclical,Internet Retail
ALX,Real Estate,REIT - Retail
IMNM,Healthcare,Biotechnology
COLL,Healthcare,Drug Manufacturers - Specialty & Generic
KLG,Consumer Defensive,Packaged Foods
CET,Financial Services,Asset Management
MGNX,Healthcare,Biotechnology
TASK,Technology,Information Technology Services
SAVA,Healthcare,Biotechnology
GDEN,Consumer Cyclical,Resorts & Casinos
TUYA,Technology,Software - Infrastructure
AUTL,Healthcare,Biotechnology
VBTX,Financial Services,Banks - Regional
FVRR,Communication Services,Internet Content & Information
CTKB,Healthcare,Medical Devices
ECVT,Basic Materials,Specialty Chemicals
GDYN,Technology,Information Technology Services
PX,Financial Services,Asset Management
MODN,Technology,Software - Application
AHH,Real Estate,REIT - Diversified
KOP,Basic Materials,Specialty Chemicals
DGII,Technology,Communication Equipment
PWP,Financial Services,Capital Markets
WT,Financial Services,Asset Management
NX,Industrials,Building Products & Equipment
TGI,Industrials,Aerospace & Defense
DOLE,Consumer Defensive,Farm Products
CSWC,Financial Services,Asset Management
BKD,Healthcare,Medical Care Facilities
AMC,Communication Services,Entertainment
EYPT,Healthcare,Biotechnology
ESTA,Healthcare,Medical Devices
CIM,Real Estate,REIT - Mortgage
AMLX,Healthcare,Biotechnology
EIG,Financial Services,Insurance - Specialty
DNOW,Industrials,Specialty Industrial Machinery
GERN,Healthcare,Biotechnology
CDE,Basic Materials,Gold
BHE,Technology,Electronic Components
VSEC,Industrials,Aerospace & Defense
CABA,Healthcare,Biotechnology
SASR,Financial Services,Banks - Regional
FBRT,Real Estate,REIT - Mortgage
SP,Industrials,Specialty Business Services
KRO,Basic Materials,Specialty Chemicals
HTLD,Industrials,Trucking
BXC,Industrials,Industrial Distribution
SOS,Technology,Software - Infrastructure
BYON,Consumer Cyclical,Internet Retail
ENFN,Technology,Software - Application
AKRO,Healthcare,Biotechnology
BLBD,Consumer Cyclical,Auto Manufacturers
ARCT,Healthcare,Biotechnology
NVTS,Technology,Semiconductors
PFBC,Financial Services,Banks - Regional
ACCD,Healthcare,Health Information Services
